总数 18103
9110 山羊额头的肉——没有多少油水
9111 肉锅里煮元宵——混蛋
9112 竹筒子里看天——一孔之见
9113 纸糊的大炮——一辈子也打不晌
9114 担雪填井——白费力
9115 火神爷娶亲——热昏
9116 西施掉了门牙——美中不足
9117 属珍珠鱼的——浑身尽点子
9118 陈世美犯法——包办
9119 鲁班手里调大斧——得心应手
9120 珍珠上没眼儿——瞎宝贝
9121 受旱的苦瓜——熟得早
9122 二两铁打大刀——不够料
9123 吊死鬼打粉插花——死不要脸
9124 狗吃猪肠——撒扯不清
9125 王府里做亲——大来大往
9126 晾衣竹竿勾月亮——差远
9127 爷爷棉袄孙子穿——老一套
9128 耗子出窝——没好事
9129 破蒸笼——不成器
9130 桌子当舞台——唱不了大戏
9131 鳄鱼的眼泪——掩盖不了凶相
9132 肋底下插柴——自稳
9133 甘蔗地里长草——荒唐
9134 王八盖儿量米——什么声儿
9135 脓胞破了顶——烂透了
9136 放路纸钱——瘾死人
9137 碾盘上的蘑菇——根子硬
9138 借钱还债——堵不完的窟窿
9139 猪八戒吃人参果——全不知滋味
9140 土包子开洋荤——全靠指点
9141 城隍庙娘娘有喜——怀鬼胎
9142 封了嘴的八哥儿——一声不吭
9143 狗咬包子——露了馅儿
9144 屠夫算猪羊——上了死帐了
9145 才学理发就碰上大胡子——难剃
9146 刺猬钻进丝线店——纠缠不清
9147 猪八戒初进高老庄——假充好汉子
9148 半天云里的雨——成不了气候
9149 没秤砣的秤杆——压不准斤两
9150 扁担上做梦——想得挺宽
9151 马尾做琴弦——不值一谈
9152 大米干饭——闷起来
9153 盘子里摆鸡蛋——有数的几个
9154 鸡孵鸭子——干着忙
9155 灯盏无油——火烧芯
9156 翻砂工干活——装模作样
9157 峨眉山的猴子——机灵得很
9158 抱着琵琶进磨房——对驴弹琴
9159 头发丝儿打结——难解难分
9160 石板上钉钉子——硬碰硬
9161 一根肠子通屁股——吃啥局啥
9162 无花的蔷薇——浑身是刺
9163 六月里的卷鱼——一身咸
9164 鸭子爬树——为难
9165 和尚献策——妙计
9166 一斗换十升——一码子事
9167 玩魔术的出身——全靠会辩
9168 茅房里磕头——臭讲究
9169 冰凌调豆腐——难办
9170 城墙上跑马——扭不过头来
9171 抹黑脸照镜子——自找难看
9172 按老方子吃药——老一套
9173 裱糊店蛀虫——吃人家的话
9174 跳网的鱼儿又吞钩——躲了一灾又一灾
9175 没笼头的野马——横踢竖咬
9176 猢狲耍把戏——有啥本事都拿出来
9177 桌单盖牛背——大露头角
9178 小鸡不撒尿——自有道道儿
9179 铁饭碗——砸不破
9180 孔明会李逵——有敢想的有敢干的
9181 刀架心上头——忍吧
9182 和尚的脑袋——没发
9183 坐在飞机上唱歌——尽唱高调
9184 泰山顶上观日出——冤枉
9185 小庙里的菩萨——不会有多少香的
9186 疯狗的尾巴——翘不起来
9187 大拇指头挠痒——随上随下
9188 地上的野草——除不尽
9189 多吃了果酱——糊涂了
9190 半天云上唱戏——下不了台
9191 百川东到海——大势所趋
9192 打灯笼搬石头——照搬
9193 娃娃吃甘蔗——尝到甜头
9194 敲锣找孩子——丢人打家伙
9195 大车拉煎饼——摊得太多了
9196 屈死鬼跳黄河——想洗洗不清
9197 枣木棒槌——一对
9198 铁钉钉黄连——硬往苦里钻
9199 剖鱼得珠——喜出望外
9200 太阳底下堆雪人——不长久
9201 一个锅里搅勺子——碍不住盆沿碰碗沿
9202 两口子唱《西厢记》——真真假假
9203 扳着驴屁股亲嘴——不认香臭
9204 粪堆上开花——臭美
9205 韭菜包点心——好长限
9206 卤煮寒鸭——肉烂嘴不烂
9207 航空兵翻跟头——颠倒是非
9208 屋顶上的王八——上不着天，下不着地
9209 七石缸里捞芝麻——费功夫
9210 茅厕里的石头——又臭又硬
9211 胡子老儿吹灯——把人了了
9212 袖筒里拉胡琴——开不得弓
9213 孔夫子门前读《孝经》——枉费心机
9214 上房拆梯子——不留后路
9215 哑神肚里挂算盘——自有他的巧打算
9216 二郎神缝皮袄——神聊
9217 砻糠搓绳——难起头
9218 六月间的烧火棍——干过劲了
9219 戏子没卸装——油头粉面
9220 家雀变凤凰——越变越俏
9221 床上架屋——互相掣肘
9222 麻绳穿绣花针——通不过
9223 偷油的耗子——油嘴滑舌
9224 麻雀吃胡豆——不留后手
9225 螳螂吞地球——雄心不可一世
9226 黄了的麦子——燎不得
9227 张飞绣花——粗中有细
9228 五月的麦子——一天一个成色
9229 竹竿打月亮——挨不上
9230 一个骰子掷七点——出乎意外
9231 何仙姑嫁给郑家——正合适
9232 抓住荷叶摸藕——追根到底
9233 棉花店里出丝绸——无机之弹
9234 米筛子当玩具——耍心眼
9235 赶鸭子上树——办不到
9236 狗撵耗子——多替闲事
9237 四两线织毛衣——不打紧
9238 钟表里的摆——左右不定
9239 日落西山——红不了一会儿了
9240 十五的月亮——圆圆满满的
9241 熊瞎子掰玉米——拾了后面扔了前面
9242 喝西北风长大的——没有点热乎气
9243 有尺水，行尺船——量力而行
9244 半衣敲钟——一鸣惊人
9245 竹篮打水——一场空
9246 六月里的鲞鱼——一身闲
9247 四季豆翻花——老来俏
9248 羊群里跑出个骆驼——就显着你了
9249 一根筷子吃藕——净挑眼
9250 石子烧豆腐——软硬不匀
9251 头顶上生眼睛——光往上看
9252 好花插在牛粪上——可惜
9253 黄鼠狼过水田——拖泥带水
9254 烧香遇到活菩萨——求之不得
9255 狗咬尿泡——空欢喜
9256 水管没粱——饭桶
9257 穿草鞋游西湖——忘了自己的身份
9258 肥猪跑进屠户家——送上门的肉
9259 衣角扫死人——好大威风
9260 出笼的鸟儿——放得出，收不回
9261 鸡娃吃黄豆——咽不下
9262 张飞卖豆腐——人强货不硬
9263 歪嘴老婆照镜子——当面丢丑
9264 癞蛤蟆躲端午——躲得了初五，躲不了十五
9265 踩着土地爷爷头顶拉屎——欺负神小
9266 飞机上打凉扇——高风亮节
9267 熟透的大麦——勾头了
9268 关公老子——满面红
9269 对着棺材许愿——哄死人
9270 摇着脑袋吃石榴——瞧你酸的
9271 庙里捉鬼——没影的事
9272 王道士画符——自己明白
9273 萝卜青菜酱在一起——青白难分
9274 花被盖鸡笼——外面好看里面空
9275 猴子扫地——只顾眼前
9276 话布口袋破了口儿——说不完了
9277 豆芽菜儿——有甚捆儿
9278 抱着屁股上楼——自己抬自己
9279 公鸡害嗓子——不能啼了
9280 刚进庙的和尚念佛经——现学现唱
9281 吊死鬼抹胭粉——臭美
9282 班鸠跌了弹——嘴答谷了
9283 芝麻地里打锣——敲到点子上
9284 胸口摆天平——称心
9285 拿着鸡蛋碰碌磷——自己找倒霉
9286 热汤泼老鼠——一窝儿都完蛋
9287 嘴里塞黄连——有苦难诉
9288 铁锚碰礁石——硬对硬
9289 鸡窝里打拳——小架式
9290 盲人剥蒜——瞎扯皮
9291 吊死鬼擦粉——装假善人
9292 八月的天气——一会儿晴，一会儿雨
9293 泰山顶上演大戏——唱高调
9294 猫头鹰打瞌睡——睁只眼，闭只眼
9295 翻穿皮袄——装佯
9296 属狗的——记性好
9297 救火没水——干着急
9298 竹筒枕头——两头空
9299 天上的星星——数不清
9300 八月的石榴——合不拢嘴
9301 苍蝇给牛抓痒——无济于事
9302 绿绸衫上绣牡丹——锦上添花
9303 夏天穿皮袄——不是时候
9304 铁打的钉耙——是个硬货
9305 沙滩上拉车——一步一个脚印
9306 板凳倒地——四脚朝天
9307 姑娘的心——难捉摸
9308 竹竿儿肚肠——直简子
9309 画匠不给神作揖——知道你是哪坑里的泥
9310 瞎子跑夜路——难上加难
9311 一百只兔子拉车——乱套了
9312 理发店收徒弟——从头来
9313 黄鼠狼落进了樊笼——急得两脚乱踢乱蹬
9314 纳鞋底不使锥子——真好
9315 瞎子买锅——摸底
9316 胆小鬼的眼睛——见了什么都怕
9317 床底下鞠躬——抬不起头来
9318 消防龙头打不开——干着急
9319 属猪爪的——朝里弯
9320 五月的石榴——越来越红
9321 胡琴里藏知了——弦外之音
9322 三根屎棍撑桌子——臭架子
9323 唱戏的打板子——一五一十
9324 池塘里的青蛙——没见过风浪
9325 属蜗牛的——背上包袱放不下
9326 铜墙铁壁——坚不可摧
9327 年糕掉进石灰坑——难收拾
9328 痴情女遇薄情郎——一拍两散两茫茫
9329 老虎逮猴——死等
9330 秃头照镜子——光对光
9331 米箩跳到糠箩里——越挑越差
9332 蛤蟆打哈欠——好大的口气
9333 半夜三更放鞭炮——一鸣惊人
9334 黄鼠狼咬刺猥——无从下口
9335 烟袋换吹简，吹简换鸟枪——越吹越壮
9336 茶馆里聊天——想到哪儿说到哪儿
9337 碟儿里泡豆芽——还不知道你啥根底
9338 鳄鱼挂念珠——冒充善人
9339 厨房里打架——砸锅
9340 磨道放屁——臭一圈
9341 常将冷眼看螃蟹——看你横行得几时
9342 脚踩跷跷板——一上一下
9343 耗子钻牛角——无路
9344 蚂蚱跳到古筝上——瞎蹦不成调
9345 眼睛里插棒槌——受不了
9346 讨饭的摆酒席——穷排场
9347 电线杆上绑鸡毛——好大的掸子
9348 正当午时看太阳——难瞧
9349 麂子放屁麂子惊——自己吓自己
9350 青石上钉钉子——硬钻
9351 小池塘撒网——一网打尽
9352 炒面捏的——熟人
9353 豆芽炒虾米——点头带哈腰
9354 跳蚤带串铃——假装大牲畜
9355 鳄鱼上岸——来者不善
9356 冻豆腐——难拌
9357 财神爷发慈悲——有的是钱
9358 口水流到肚脐上——垂涎三尺
9359 阴沟里的鸭子——顾嘴不顾身
9360 大年初一翻日历——日子长着哩
9361 老驴推石磨——瞎转圈子
9362 花生剥了壳——好歹算个人
9363 卖了孩子买笼屉——不争别的争口气
9364 庄稼老不识桂圆——外行
9365 屎壳郎戴面具——臭不要脸
9366 猴子驾辕——不吃这一套
9367 衙门前的石狮子——张牙舞爪不咬人
9368 粉条子炒藕——无孔不入
9369 老鼠跺脚——震不塌地
9370 拜佛进了吕祖庙——找错了门
9371 武大郎的身子——不够尺寸
9372 剃头的拿推子——有头了
9373 吹糖人的朋友——好大的口气
9374 井底的蛤蟆——没见过什么天日
9375 白糖拌蜂蜜——甜上加甜
9376 烟袋换吹筒，吹筒换鸟枪——越吹越壮
9377 雾中照相——眉目不清
9378 光屁股坐板凳——有板有眼
9379 头发打棉絮——弹不拢
9380 沙滩上走路——一步一个脚印
9381 苦瓜虫——吃内不吃外
9382 磨刀人说梦话——快啦
9383 装进笼子里的老虎——没有什么可怕的
9384 鸡叫走路——越走越明
9385 酒糟鼻不吃酒——枉担虚名
9386 狗看星星——不知道稀稠
9387 狗咬刺猬——无处下口
9388 熊瞎子吃梨——满不在乎
9389 狗咬老虎——不识死
9390 坐在茅粪堆上——就得知道自己的实底子
9391 绣花针对铁梁——大小各有用场
9392 石榴树做棺材——横竖不够料
9393 耗子滑冰——溜得快
9394 芝麻掉到针鼻儿里——巧到了家
9395 灯草栏杆——靠不住
9396 前有强敌后有追兵——进退两难
9397 城隍庙的鼓槌——一对儿
9398 旱苗得雨——正逢时
9399 养媳妇死去婆——出头年了
9400 棉花湿了水——不谈了
9401 炉边雪狮子——近身便溶化了一半
9402 牛吃荆条——瞎编
9403 狗皮膏药贴身上——想揭揭不掉
9404 眼前埋地雷——一触即发
9405 吃糨糊长大的——迷了心窍
9406 老母猪钻进玉茭地——找的吃棒子
9407 瞎子打枪——漫无目标
9408 娶媳妇儿打幡儿——不知道怎么美好了
9409 新酒放在两下里——清自清，浑自浑
9410 毛毛虫爬树梢——沾高枝儿
9411 王小二过年——一年不如一年
9412 拿着檩条当柱子用——撑不起来
9413 灌油的漏斗——没底
9414 赶着羊群过火焰山——往死逼
9415 脚踩香蕉皮——滑到底了
9416 癞大哥坐秤盘——自称自大
9417 拉牛上树——办不到
9418 鼻孔里灌米汤——够呛
9419 新媳妇儿坐帐——不照面儿
9420 饿狗绊到茅厕头——饱吃一顿
9421 棉花里搀柳絮——弄虚作假
9422 核桃树旁种棉花——软硬兼施
9423 一个碗内两把匙——不是汤着就抹着
9424 六月的荷花——一时鲜
9425 从梢开始吃甘蔗——越来越甜
9426 恶狗戴佛珠——假充善人
9427 曹操背时遇蒋干——倒灶事全来了
9428 黄鹰抓住鹞子的脚——扣了环了
9429 杀猪分下水——人人挂心肠
9430 剜了眼的判官——瞎鬼
9431 凿磨匠打铁——不会看火候
9432 肚子里有半斤，嘴上倒五两——有一句说一句
9433 高字边上加一手——你想搞啥
9434 两口子拜堂——欢天喜地
9435 木头人投河——不沉
9436 庙里的爷不少——谁也不表态
9437 臭虫钻到花生壳里——硬充好人儿
9438 阎王闹戏法——哄弄鬼
9439 热锅爆米花——乱蹦乱跳
9440 拉磨的驴戴眼罩——瞎转悠
9441 旱地里的蛤蟆——干鼓肚，没办法
9442 小秃子跟着月亮走——沾光
9443 马勺炒铁弹子——油盐不进
9444 打墙板儿——翻上下
9445 阴天晒褥子——不是时候
9446 黑屋里打算盘——暗算
9447 一把盐撒进火堆里——噼哩啪啦
9448 夜明珠喘气——活宝
9449 二姑娘耍石头——有点接不住
9450 嘴上贴膏药——不好开口
9451 三下五除二——干脆利落
9452 庙里的木鱼——挨打的疙瘩
9453 挑水的唱小曲——触景生情
9454 吃甘蔗上山——一步比一步高，一节比一节甜
9455 整篓洒油，满地捡芝麻——大处不算小处算
9456 石狮子的屁股——没门儿
9457 给下山虎开路——头号帮凶
9458 恶狗上轿——不识抬举
9459 孙猴子封了弼马温——自个儿不知道是多大的一个官儿
9460 丢下砖儿瓦儿——一个也要着地
9461 寡妇回娘家——苦衷难吐
9462 十个老头抬鸡毛——好大的显示
9463 捆绑的夫妻——长不了
9464 茅坑里的石头——死硬
9465 阎王老子谈家常——尽讲鬼话
9466 空棺材出殡——目中无人
9467 大禹治水——不顾家
9468 心里装着二十五个耗子——百爪挠心
9469 料泥土下窑——烧不成个东西
9470 巴掌上打屋基——小本买卖
9471 癞蛤蟆瞪眼——又想蹦趾了
9472 蛤蟆跳进秤盘里——自称自赞
9473 自己挖坑埋自己——找死
9474 叫化子进朝门——得寸进尺
9475 穷叫化子当皇帝——想扁了头
9476 尺子过大洋——海量
9477 蜡制的苹果——好看不好吃
9478 八仙桌缺只脚——摆不平
9479 公鸡打架——头对头
9480 哑巴们见面——全靠眼神
9481 虎生猪——又笨又恶
9482 孙悟空打猪八戒——稳赢
9483 针尖对麦芒——尖对尖
9484 豺狼请兔子的客——绝无好事
9485 井里捞月亮——毫无结果
9486 螃蟹夹豌豆——连爬带滚
9487 稻场打网——空扑一场
9488 肥猪上屠场——挨刀的货
9489 南天门作揖——高情难领
9490 牛魔王披袈裟——充善人
9491 湿灶烧湿柴——有火发不出
9492 一窝狐狸——不嫌臊
9493 稻草肚子棉花心——虚透了
9494 螃蟹穿在柳条上——难分难解
9495 刀挂在鼻子下——寡嘴
9496 躺在《百家姓》上打滚——不知姓什么好了
9497 绣楼里的闺秀——上不了阵势
9498 半斤木柴湿八两——不然
9499 武大郎卖烧饼——晚出早归
9500 啄木鸟治树——入木三分
9501 吃猪头肉打嘴巴子——里外发烧
9502 捏鼻子吹螺号——忍气吞声
9503 鸭子头上插鸡毛——一语双关
9504 叫化子碰上要饭的——穷对穷
9505 刚出笼的馍馍——带着气儿
9506 拿根芦苇当扁担用——挑不起
9507 空头支票——难兑现
9508 杀鸡割破胆——自讨苦吃
9509 狗戴帽子——都是朋友
9510 大榔头敲豆腐——笃定
9511 棉花堆上抽烟——惹火
9512 正月十五赶庙会——随大流
9513 恶狼捉老鼠——饥不择食
9514 怀里揣着个牛角——朝自己顶
9515 鸭子改鸡——光磨嘴不行
9516 小娃娃捡得板栗球——进不得口
9517 母鸡下蛋——叫个没完
9518 穿冬衣戴夏帽——不知春秋
9519 跳蚤敢咬老虎的脸——好大的胆
9520 落水进龙宫——得意忘形
9521 六月里穿皮袄——反常
9522 卤水做豆腐——一物降一物
9523 上城头学喇叭——本事不高吹的高
9524 猪脑袋上长犄角——各色
9525 六月里的鲞鱼——一身咸
9526 井底之蛙——没见过大天
9527 花盆里栽松树——成不了材
9528 黄连酿酒——苦打成招
9529 江里的浪花——不是吹的
9530 冬天不戴帽——冻脑
9531 开水锅里煮寿星——老熟人
9532 咸菜煮豆腐——有言在先
9533 唐僧的耳朵——豆面做的
9534 新娘子咬生馒头——人生面不熟
9535 癞头婆死老公——无法无天
9536 老和尚念经——有气无力
9537 大哥别说二哥——两个差不多
9538 黄鳝泥鳅——不一样长
9539 乌鸦趴在猪身上——只看见别人身上黑，就看不见自个儿黑
9540 瞎子不知阴天——异想天开
9541 粪船过江——装屎
9542 皇帝下圣旨——照办
9543 木雕的菩萨——稳是稳当，就是不灵
9544 水牛吃活蟹——有力无处使
9545 干泥巴做汤圆——捏不拢
9546 饺子破了皮——露馅
9547 孙悟空大闹天宫——翻了天
9548 电线杆当筷子——拿不动
9549 看人挑担——不费力
9550 磕一个头放三个屁——行好没有作孽多
9551 卖豆芽不用秤——瞎抓
9552 掉进冰窟窿里——从头到脚都凉
9553 风筝点火——飘飘然
9554 半夜做梦娶新娘——想得倒美
9555 提着猪头进庙——走错门了
9556 既保娘娘，又保太子——两全其美
9557 粉条泡在滚水里——直不起腰来
9558 烂泥萝卜——揩一段吃一段
9559 出窑的砖——定型
9560 神台上的猫屎——神憎鬼厌
9561 三斤面粉调了六斤浆糊——糊里糊涂
9562 孙猴路过火焰山——到显本领的时候了
9563 脚上的泡——自己走的
9564 啄木鸟啃黄连树——自讨苦吃
9565 属大肚罗汉的——睁一眼，闭一眼
9566 铁匠炉的铁——该打
9567 大水冲走土地庙——留神
9568 骆驼的鞍子象的牙——生就的骨头长成的肉
9569 铁锅翻了面——里头是黑，外头还是黑
9570 二十一天不出壳——坏蛋
9571 手榴弹捣蒜——危险
9572 老肥猪遇屠夫——挨刀的货
9573 花了眼的老汉玩绣花针——眼拙手笨玩不转
9574 掩着被窝打屁——自己搞臭自己
9575 落在陷阱里的骏马——寸步难行
9576 张果老倒骑驴——永不见畜生的面
9577 屎壳郎爬玻璃——没抓没挠
9578 不出鸡的鸡子儿——坏蛋
9579 裤兜子钻蝎子——爱咋着咋着
9580 后脑勺拍巴掌——背后整人
9581 下棋丢了帅——输定了
9582 水蝎子——不咋着
9583 江南的蛤蟆——难缠
9584 镶金边的瓷碗——高贵也有限
9585 长虫和王八俩打架——尽绕脖子
9586 土里的线虫——满肚疑
9587 鲨鱼吃虾毛——不够嚼
9588 黑夜里抢大斧——瞎侃
9589 耗子滚到面柜里——乐糊涂了
9590 大厅中央挂字画——堂堂正正
9591 马尾巴搓绳——不合股
9592 被窝里的跳蚤——翻不了天
9593 破土冒尖的笋子——捂不住，盖不了
9594 面汤里煮元宵——混球
9595 鸡腿上拴王八——飞不了你，跑不了他
9596 老母猪啃砖头——嘴硬
9597 掉在枯井里的牛犊——有力无处使
9598 道士进庙——走错了门
9599 徐庶入曹营——一语不发
9600 大槐树下挂灯笼——四方有名
9601 心眼里灌铅——不开窍
9602 棉花卷儿打锣——没音
9603 落锅的虾子——蹦蹦跳跳
9604 口嚼甘蔗渣——淡而无味
9605 油壶里打跟头——胡闹
9606 十八个罗汉打转转——反正都是他们
9607 滚水锅里煮棉花——熟套子
9608 烂麻里搀猪毛——一团糟
9609 煮熟的鸭子——肉烂嘴不烂
9610 狐狸精抱娃娃——大惊小怪
9611 八月十五云遮月——该兔子露脸了
9612 光打雷不下雨——虚张声势
9613 铜板做眼睛——满眼是钱
9614 门上挂扫把——扫嘴又扫脸
9615 破裤子缠腿——没完
9616 老鸪落到猪身上——光瞅见别人黑，瞅不见自己黑
9617 斜着眼看手表——观点不正
9618 黄鼠狼和鸡结老表——不是好亲
9619 柳树上的喜鹊——攀上高枝
9620 百年鸟龟下臭卵——老坏蛋
9621 小孩子学走路——跌倒了重来
9622 塔顶上散步——无路可走
9623 十冬腊月的萝卜——冻了心
9624 哑巴遇见哑巴——没说的了
9625 饭店里端菜——和盘托出
9626 石灰进了火盆子——留得清白在人间
9627 擀面杖当笛子吹——白费劲儿
9628 吹鼓手掉井里——响着响着下去
9629 耗子舔猫鼻子——找死
9630 西瓜皮打鞋掌——开溜
9631 和尚照镜子——无计可施
9632 石板栽花——靠不住
9633 两分钱买一篮子菜——不是好货
9634 老太太的脚趾——窝囊一辈子
9635 鸭子头上长疮——一副恶势
9636 打坐在老君灶里——闭门炼丹
9637 土地爷打算盘——神机妙算
9638 黄毛鸭子初下水——不识路程远
9639 剁掉尾巴的猴子——手舞足蹈
9640 城隍丢斗笠——帽失鬼
9641 钟馗受骗——被鬼迷往
9642 卖鞭炮的打了手——自作自受
9643 穷汉下饭馆——肚里空哗啦，兜里光打打
9644 蝎子敲门——毒到家了
9645 雪花落在水塘里——无影无踪
9646 花心萝卜充人参——冒牌货
9647 泉水坑里扔石头——一眼看到底
9648 苍蝇采花——装蜂
9649 灶王爷上天——直奏
9650 大象身上的跳蚤——微不足道
9651 窖里的泥砖——越烧越硬
9652 鸟粪掉在鼻尖儿上——赶点儿
9653 五十多岁当和尚——半路出家
9654 鸡蛋上刮毛——痴心妄想
9655 陈世美当附马——喜新厌旧
9656 穿钉鞋走泥路——步步扎实
9657 一条腿的裤子——成不了群
9658 土豆子搬家——滚蛋
9659 刺猬抖毛——干挖刺
9660 号嘴上贴胶布——甭吹了
9661 生锈的剪刀——口难开
9662 送丧的马——有嘴无心
9663 初生的牛犊——不知道个厉害
9664 凉水冲茶——泡上了
9665 鹤长凫短——不能齐
9666 黄泥巴打黑灶——好心没好报
9667 老牛拉破车——慢腾腾
9668 罩子里捉鳖——伸手而得
9669 黄柏树上挂苦胆——苦上加苦
9670 大肚子踩钢丝——铤而走险
9671 脏拖布擦地板——不干不净
9672 池里的王八、塘里的鳖——一路货色
9673 属螃蟹的——横行霸道
9674 死人的眼睛——定了
9675 城隍出主意——诡计多端
9676 老母猪扎坛子——顾脑袋不顾脏
9677 耗子倒洞——走后门
9678 螃蟹爬到当路上——横行霸道
9679 癞蛤蟆鼓肚子——发混胀气
9680 三天打鱼，两天晒网——磨洋工
9681 六尺跳板要过八尺涧——搭不够
9682 猪圈里的黄牛——高人一头
9683 小炉儿匠戴眼镜——找茬儿
9684 螃蟹教子——不走正道
9685 被窝里的跳蚤——能蹦到哪儿去
9686 巴狗子看门——冒充大狗
9687 三十晚上吃饺子——没外人
9688 庙里的木鱼——天生挨揍
9689 肩膀头扛大梁——压趴架
9690 黄忠交朋友——人老心不老
9691 灶王爷贴在腿肚子上——人走家搬
9692 矮子跟着长子走——多跑几步路
9693 十个人四队——三三两两
9694 肚子里安电灯——心里亮堂堂
9695 十五根秫秸当标杆——七长八短
9696 小蛤蚂坐飞机——抖起来
9697 肉锅里煮驴头——里头软腮帮子还硬着
9698 小孩儿吃黄瓜——咯崩脆
9699 鞭子抽耳朵——打听打听
9700 放羊的去圈马——乱套了
9701 拉牛入鼠洞——行不通
9702 麻袋绣花——底子差
9703 针尖对麦芒——十有九偏
9704 红萝卜就酒——崩脆
9705 筛子挡太阳——不顶用
9706 拿着黄连当箫吹——苦中取乐
9707 荷包里装针——锋芒毕露
9708 旱田的螺蛳——有口难开
9709 白骨精的话——谁听谁上当
9710 鸡蛋里面找骨头——百般挑剔
9711 心里生起一盆火——浑身热乎乎
9712 山羊野马在一起——不合群
9713 电影里放电视——戏中有戏
9714 桌上的抹布——哪儿脏往哪儿支
9715 羊粪蛋当子弹——不是好仔
9716 茶壶里泡豆芽——受不完的勾头罪
9717 鸭子呱呱狗吃屎——本性难移
9718 阎王发请帖——催命
9719 耗子啃旗杆——吃不躺
9720 僵蚕做硬茧——不成功
9721 卖冰棒的进茶馆——一冷一热
9722 属长生果的——表是一把柴，瓤是一包油
9723 槽头上买马——看母仔
9724 王八的性格——不伸脖子就翘尾巴
9725 近水楼台——先得月
9726 大风天里卖炒面——吹了
9727 黑瞎子冬眠——尽做美梦
9728 洗脸盆里摸鱼——手背上活
9729 枪打兔子——没头没脑
9730 小炉匠绣花——学非所用
9731 西瓜地里落冰雹——砸啦
9732 长江里水——面上平静
9733 俊姑娘脸上一块疤——美中不足
9734 小脚穿大鞋——不对号
9735 扯开头的线团子——牵扯很远
9736 飞机上下棋——高招
9737 张天师害病——无药可治
9738 灯草做琴弦——不值一弹
9739 断了翅膀的鸟——飞不高
9740 木匠进山林——净是材料
9741 牛吃破草帽——满肚子坏圈圈
9742 刚出窝的小鸡——飞不了
9743 喜鹊窝里掏凤凰——搞错地方了
9744 脚底擦油——溜得快
9745 十五个吊桶打水——七上八下
9746 马勺里淘菜——水泄不通
9747 殷纣王的棺材——古板儿
9748 和尚庙借梳子——走错
9749 瘸子逛马路——好道也走歪
9750 两条腿的凳子——站不住脚
9751 砖窑里起火——谣言（窑烟）
9752 蛤蟆垫桌腿——剐了
9753 黄鼠狼给鸡做笑脸——没安好心
9754 光脚丫子进冰窑——凉到底了
9755 屎壳郎白脖——新鲜
9756 拉驴上坡——越拉越往后退
9757 拖拉机撵火车——老落后
9758 娃娃要妈妈摘星星——蛮不讲理
9759 刘备三顾茅庐——专找明白人
9760 屋门口的穿衣镜——正大光明
9761 半篮子喜鹊——叫唤起来没有个完
9762 泰山顶上唱大戏——唱高调
9763 属暖水瓶的——外冷里热
9764 狐狸戴礼帽——假装正经
9765 猴子骑绵羊——神气活现
9766 腊月卖凉粉——不是时候
9767 清水衙门——一尘不染
9768 屎壳郎滚泰山——自不量力
9769 惊蛰后的青竹索——越来越凶
9770 旱香瓜——另个味儿
9771 掉到大海里的一根针——没处抓没处捞
9772 摆渡运蚂蚁——度量太小
9773 锅里捞饺子——稳拿把攥
9774 哑巴谈恋爱——好得没法说
9775 烂泥——糊不上壁
9776 猪八戒看唱本——混充识字的
9777 肥皂泡——一戳就破
9778 大花脸扮小生——扮正经角色
9779 独头蒜——没伴
9780 黑老鸪报喜——不是好消息
9781 立秋的石榴——满脑袋的点子
9782 八十岁老人打哈欠——一望无涯
9783 倒粪倒出钉齿耙——又臭又硬
9784 十二伙计站柜台——没有一个正当家
9785 哪吒闹海——惊天动地
9786 嘴里跑舌头——爱怎么说就怎么说
9787 拐棍子捅到鸡窝里——捣蛋
9788 鸭子的足板儿——一联的
9789 程咬金的斧头——就那么几下子
9790 七里渡船喊得来——全凭一张嘴
9791 六月债——还得快
9792 生米做成夹生饭——吃了不香，扔又可惜
9793 被打败的公鸡——垂头丧气
9794 一口吞个星星——想头不低
9795 披起蓑衣啃红苕——穿也没穿个啥，吃也没吃个啥
9796 傻子捡柴禾——就认准这条道儿
9797 磕完头撒供——留神
9798 一人一把胡琴——各拉各的
9799 肉汤洗脸——荤头荤脑
9800 躺在扁担上睡觉——心宽
9801 大牯牛掉井里——有劲使不上
9802 白脸蛋上打粉——可有可无
9803 眼药吃到肚子里——没弄到点子上
9804 瞎子的眼镜——多余的摆设
9805 筷子夹藕——尽挑眼儿
9806 律例做衣穿——浑身是法
9807 耗子啃菜刀——死路一条
9808 一个骰子掷七点——出人意料
9809 包子里面加砒霜——馅害人
9810 怀里揣冰棍——寒心
9811 屁股上锯锯子——截断后路
9812 状元没考上——落了个近视
9813 土地爷遇开路神——长短不齐
9814 硬拿麻秆当扁担——那还不折
9815 西瓜地里散步——左右逢源
9816 阎王爷的奏折——鬼话连篇
9817 黄鼠狼拉小鸡——有去无回
9818 小猫洗脸——马马虎虎
9819 做生意讲信誉——理所当然
9820 抠了屁股嘲手指头——香臭不分
9821 喝了糖水又吃蜜——甜透了心
9822 半边铃铛——响不起来
9823 怀里揣着个小兔子——胸口乱跳
9824 屎壳郎打哈欠——好大的口气
9825 瞎子吃饺子——心里有数
9826 大街得信小街传——道听途说
9827 鲤鱼跳龙门——身价百倍
9828 三亲六故，四朋八友——一拉一帮
9829 萝卜上扎刀——不是出血筒子
9830 放羊的拾柴禾——捎带
9831 茅房里摔茶壶——臭词不少
